Male,Partner,Dependents,SeniorCitizen,DurationMonths,PhoneService,MultipleLines,NoInternet,DSLInternet,FiberOpticInternet,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,MonthlyCharges,Contract,Churn
0,1,0,0,55,1,1,0,0,1,0,1,1,0,1,0,94.45,Month-to-month,0
0,0,0,0,58,1,1,0,0,1,1,0,0,0,0,0,79.8,Month-to-month,0
0,0,0,0,5,1,0,0,1,0,1,0,0,1,0,0,54.2,Month-to-month,1
0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,19.45,Month-to-month,1
1,0,0,1,9,1,1,0,0,1,0,0,0,0,0,0,74.05,Month-to-month,0
1,0,0,0,26,1,0,0,1,0,0,0,0,1,0,0,49.15,Month-to-month,0
0,0,0,0,50,1,0,1,0,0,0,0,0,0,0,0,19.4,Two year,0
0,1,0,0,72,1,1,0,0,1,1,1,1,1,1,1,113.65,Two year,0
0,0,1,0,43,1,0,0,0,1,1,1,0,1,1,1,106.0,One year,0
1,0,0,0,56,1,1,1,0,0,0,0,0,0,0,0,25.95,Two year,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,19.1,Month-to-month,0
1,1,1,0,72,1,1,0,0,1,0,1,1,0,1,1,103.4,Two year,1
1,1,0,0,72,1,1,0,0,1,1,1,0,1,0,1,100.55,Two year,0
1,1,0,0,36,1,1,0,0,1,0,0,0,0,1,1,95.4,Month-to-month,0
1,0,0,0,5,1,0,0,1,0,0,0,1,1,1,1,75.15,Month-to-month,0
0,0,0,0,13,1,1,0,0,1,0,1,1,0,0,0,84.45,Month-to-month,1
0,0,0,1,44,1,0,0,0,1,0,1,1,0,0,1,89.15,One year,0
0,1,1,1,70,1,1,0,0,1,0,1,1,1,1,1,107.9,One year,0
1,0,0,0,44,1,0,1,0,0,0,0,0,0,0,0,19.5,One year,0
0,1,0,1,32,1,1,0,0,1,0,0,0,0,1,0,85.95,Month-to-month,1
0,1,0,0,69,1,1,1,0,0,0,0,0,0,0,0,24.95,Two year,0
0,0,0,1,16,1,0,0,1,0,0,0,0,1,1,0,59.4,Month-to-month,1
1,1,1,1,68,1,0,1,0,0,0,0,0,0,0,0,19.5,One year,0
1,0,0,0,16,1,0,0,0,1,0,0,0,0,0,0,69.95,Month-to-month,0
1,1,1,0,68,1,0,0,1,0,1,1,0,1,1,1,82.85,Two year,0
1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,19.0,Month-to-month,0
0,1,1,0,26,0,0,0,1,0,1,1,0,1,0,0,38.85,Month-to-month,0
0,0,0,0,29,0,0,0,1,0,0,1,0,0,0,0,30.6,Month-to-month,1
1,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,20.35,Month-to-month,0
1,1,0,0,70,1,1,0,0,1,0,1,1,0,1,0,95.0,One year,0
1,1,0,0,24,1,0,0,1,0,1,0,0,1,1,1,74.4,One year,0
0,1,0,1,72,1,1,0,1,0,1,1,1,1,0,1,78.45,Two year,0
1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,74.3,Month-to-month,0
1,1,0,0,70,0,0,0,1,0,0,1,1,1,0,1,51.05,One year,0
0,1,1,0,36,1,0,1,0,0,0,0,0,0,0,0,19.2,Month-to-month,0
0,0,0,1,38,1,1,0,0,1,0,0,0,1,1,1,99.55,Month-to-month,1
0,0,0,0,17,1,0,0,0,1,0,0,0,0,0,0,70.0,Month-to-month,1
0,1,1,0,41,1,1,0,0,1,0,1,1,1,1,1,109.1,One year,0
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,45.3,Month-to-month,1
1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,29.85,Month-to-month,1
1,0,0,0,14,1,0,0,0,1,0,0,1,0,0,0,76.45,Month-to-month,0
1,0,0,1,2,1,0,0,0,1,0,1,1,1,0,1,95.1,Month-to-month,1
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,19.8,Month-to-month,1
1,1,1,0,13,1,1,0,1,0,0,1,1,1,1,0,72.8,Month-to-month,0
1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,18.95,Month-to-month,0
0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,76.65,Month-to-month,1
0,1,1,0,5,1,0,0,0,1,0,1,0,1,1,1,99.15,Month-to-month,1
0,1,0,0,15,1,0,0,0,1,1,0,1,0,1,1,101.75,Month-to-month,0
0,0,0,0,47,1,0,0,0,1,1,0,0,0,0,0,75.45,Month-to-month,0
0,0,0,0,8,1,0,0,1,0,0,0,1,1,0,1,64.1,Month-to-month,0
1,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,25.65,Month-to-month,0
1,1,1,0,15,1,0,0,0,1,1,0,0,0,0,0,75.1,Month-to-month,0
0,0,0,0,26,1,0,0,0,1,1,0,1,1,0,1,95.85,One year,0
0,0,0,0,23,1,1,0,1,0,1,0,0,0,0,0,54.4,Month-to-month,0
0,0,0,1,4,1,0,0,0,1,0,1,0,0,0,0,72.75,Month-to-month,0
1,0,1,0,29,1,0,1,0,0,0,0,0,0,0,0,19.85,One year,0
0,0,0,0,25,1,0,1,0,0,0,0,0,0,0,0,19.05,Month-to-month,0
1,0,0,0,9,1,0,0,1,0,0,0,0,0,0,0,44.95,Month-to-month,1
1,1,0,0,18,1,0,0,1,0,0,0,1,0,0,0,49.55,Month-to-month,1
1,0,0,1,3,1,1,0,0,1,0,0,0,0,1,1,94.85,Month-to-month,0
0,1,1,0,69,0,0,0,1,0,1,1,1,1,0,0,46.25,Two year,0
1,0,0,0,14,1,0,1,0,0,0,0,0,0,0,0,19.35,One year,0
1,0,0,0,19,1,1,0,1,0,0,0,0,0,1,1,69.6,Month-to-month,0
1,0,0,1,39,1,1,0,0,1,0,1,0,0,0,1,90.7,Month-to-month,0
1,0,0,0,31,1,0,0,0,1,0,1,1,0,1,1,101.4,Month-to-month,0
1,1,1,0,24,1,0,1,0,0,0,0,0,0,0,0,20.25,One year,0
1,1,0,0,14,1,0,0,1,0,0,0,0,1,0,0,48.8,Month-to-month,0
0,1,0,0,64,1,0,0,1,0,1,1,1,1,0,1,74.35,Two year,0
0,0,0,0,50,1,0,1,0,0,0,0,0,0,0,0,19.35,One year,0
1,1,1,0,52,1,0,0,1,0,0,1,1,1,1,0,68.75,One year,0
1,0,0,0,28,1,1,0,0,1,0,1,0,0,1,1,100.2,One year,0
0,0,0,0,21,1,0,1,0,0,0,0,0,0,0,0,20.85,Two year,0
1,0,1,0,25,1,0,0,0,1,0,1,0,0,1,1,95.9,Month-to-month,1
0,1,0,0,17,1,0,1,0,0,0,0,0,0,0,0,19.35,One year,0
1,1,0,0,58,0,0,0,1,0,0,0,0,0,1,1,45.0,One year,0
1,1,0,1,17,1,0,0,0,1,0,0,0,0,0,1,81.5,Month-to-month,1
0,1,0,0,51,1,1,1,0,0,0,0,0,0,0,0,25.5,Two year,0
1,1,1,0,72,0,0,0,1,0,1,0,1,1,1,0,48.9,Two year,0
1,1,0,0,52,1,0,0,0,1,1,0,0,0,1,0,84.1,Month-to-month,1
0,0,0,0,27,1,0,1,0,0,0,0,0,0,0,0,19.6,Two year,0
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,20.0,Month-to-month,0
0,1,0,0,64,1,1,0,1,0,1,1,1,1,0,1,81.3,Two year,0
0,1,0,0,45,1,0,0,0,1,0,0,0,1,1,1,95.2,Two year,0
1,1,0,1,3,0,0,0,1,0,0,0,0,0,1,0,36.45,Month-to-month,1
0,1,0,0,71,1,1,0,1,0,0,1,1,1,1,1,83.3,Two year,0
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,25.05,Month-to-month,1
0,1,1,0,58,1,0,1,0,0,0,0,0,0,0,0,20.3,Two year,0
1,1,1,0,34,1,0,0,0,1,0,1,1,0,1,0,89.85,Month-to-month,0
0,0,0,0,8,1,0,0,1,0,1,0,0,0,0,0,49.85,Month-to-month,1
0,1,1,0,15,1,0,1,0,0,0,0,0,0,0,0,19.8,Month-to-month,0
1,1,1,0,66,0,0,0,1,0,0,0,1,1,1,1,54.65,Two year,0
1,0,0,1,12,0,0,0,1,0,0,1,0,0,0,0,29.35,Month-to-month,0
1,0,0,0,58,1,0,1,0,0,0,0,0,0,0,0,19.15,Two year,0
0,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,19.1,Two year,0
0,1,0,1,43,0,0,0,1,0,0,1,1,0,1,1,55.55,Month-to-month,1
0,0,0,0,9,1,0,0,0,1,0,1,1,0,0,0,80.55,Month-to-month,0
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,20.25,One year,0
0,1,1,0,22,1,0,0,1,0,0,1,0,0,1,1,69.5,One year,1
1,1,0,0,40,1,1,0,0,1,0,1,1,0,1,1,106.0,One year,0
0,0,0,0,68,1,1,1,0,0,0,0,0,0,0,0,25.5,Two year,0
1,1,0,0,54,1,1,0,0,1,0,1,1,0,1,1,104.3,Month-to-month,1
0,0,0,0,50,1,1,0,1,0,0,1,0,1,1,1,79.6,Two year,0
1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,55.25,Month-to-month,0
0,1,0,0,72,1,1,0,1,0,1,1,1,1,1,1,88.05,Two year,0
1,0,1,0,40,1,0,1,0,0,0,0,0,0,0,0,20.4,One year,0
0,1,1,0,72,1,1,0,0,1,1,1,1,1,1,1,117.6,Two year,0
0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,20.0,Month-to-month,0
0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,19.65,Month-to-month,0
1,1,0,0,48,1,1,0,1,0,0,1,1,0,0,1,70.55,One year,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,93.85,Month-to-month,1
0,1,1,0,64,1,0,0,1,0,1,0,0,1,1,0,65.8,One year,0
0,0,0,0,17,1,0,1,0,0,0,0,0,0,0,0,20.05,One year,0
1,1,0,0,40,1,0,0,0,1,0,1,1,0,0,0,80.0,Month-to-month,0
0,1,1,0,41,0,0,0,1,0,1,0,1,0,0,0,35.4,One year,0
1,0,0,1,51,1,1,0,0,1,0,1,0,0,0,0,79.6,One year,0
1,1,0,0,41,1,1,0,0,1,0,1,0,0,0,0,80.25,Month-to-month,0
0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,50.45,Month-to-month,1
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,20.45,Month-to-month,0
1,0,0,0,68,1,0,0,0,1,0,1,1,0,0,0,79.6,One year,0
0,1,1,0,24,1,1,1,0,0,0,0,0,0,0,0,24.7,Two year,0
1,1,0,0,70,1,1,0,1,0,1,0,1,1,0,1,77.3,Two year,0
1,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,29.75,Month-to-month,0
1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,44.9,Month-to-month,0
1,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,29.8,Month-to-month,0
0,0,0,0,7,1,1,0,1,0,0,0,0,1,1,1,74.65,Month-to-month,1
0,0,0,0,13,1,0,0,1,0,1,0,0,0,1,1,71.95,Month-to-month,0
1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,20.75,Month-to-month,0
1,1,1,0,12,1,0,0,1,0,0,0,0,0,1,0,56.3,Month-to-month,0
1,1,1,0,53,1,1,0,0,1,0,1,1,0,1,1,105.25,One year,0
0,0,0,0,12,1,1,0,0,1,0,0,0,0,1,1,94.2,Month-to-month,1
1,1,1,0,63,1,0,1,0,0,0,0,0,0,0,0,19.55,Two year,0
0,0,0,0,15,1,0,0,1,0,1,1,1,1,1,1,84.45,Month-to-month,0
1,1,1,0,36,1,0,0,1,0,1,1,0,0,0,0,53.65,One year,0
1,1,0,1,4,0,0,0,1,0,0,0,1,0,0,0,29.9,Month-to-month,0
0,1,1,0,24,1,0,1,0,0,0,0,0,0,0,0,19.7,Two year,0
0,0,0,0,61,0,0,0,1,0,1,1,1,1,0,0,43.7,One year,0
1,0,0,0,16,1,1,0,1,0,0,1,0,0,0,0,55.3,Month-to-month,0
1,1,1,0,65,1,0,1,0,0,0,0,0,0,0,0,19.85,Two year,0
0,1,1,0,26,1,0,1,0,0,0,0,0,0,0,0,19.65,Two year,0
1,0,0,0,16,1,0,0,1,0,0,0,0,1,0,0,49.45,Month-to-month,0
0,1,0,0,54,1,1,0,0,1,1,1,0,0,1,1,106.55,One year,1
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,20.1,Month-to-month,1
1,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,20.45,Two year,0
0,0,0,0,19,0,0,0,1,0,0,1,0,0,0,1,39.7,Month-to-month,0
1,0,0,0,10,1,1,0,1,0,1,0,0,0,0,0,54.5,Month-to-month,0
0,1,1,0,23,1,0,0,0,1,0,1,1,1,0,0,83.8,Month-to-month,1
1,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,55.15,Month-to-month,1
0,0,0,0,72,1,1,0,0,1,0,1,1,1,1,1,111.6,Two year,0
1,1,0,1,10,1,1,0,0,1,0,0,0,0,0,1,86.65,Month-to-month,1
0,1,1,0,10,1,0,0,1,0,0,1,1,0,0,0,55.55,Month-to-month,0
1,1,0,0,11,1,0,1,0,0,0,0,0,0,0,0,20.55,One year,0
0,0,0,1,37,1,1,0,0,1,1,1,0,0,1,1,106.75,Month-to-month,1
1,1,1,0,17,1,1,0,1,0,1,0,0,1,0,0,62.1,One year,0
0,1,1,0,36,1,1,0,0,1,1,0,1,0,1,1,104.5,Month-to-month,0
1,0,0,1,17,1,0,0,0,1,0,1,1,0,1,1,101.8,Month-to-month,0
0,1,1,1,66,1,1,0,0,1,1,1,0,1,1,1,110.6,One year,0
1,1,1,0,61,1,0,0,1,0,1,1,1,1,1,1,84.9,One year,0
1,0,0,0,22,1,0,0,0,1,0,1,0,0,1,1,93.2,Month-to-month,0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,24.4,Month-to-month,0
0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,70.55,Month-to-month,0
1,0,0,0,31,1,0,0,0,1,0,1,0,1,0,0,78.45,Month-to-month,1
0,1,1,0,68,1,0,0,1,0,1,1,1,1,1,1,85.0,Two year,0
0,1,1,0,34,1,1,0,0,1,0,0,1,0,1,0,87.45,Month-to-month,1
0,1,1,0,52,1,0,0,0,1,0,1,1,1,0,0,85.8,Month-to-month,0
0,0,1,0,10,1,0,0,0,1,0,0,1,1,1,0,91.1,Month-to-month,0
1,1,1,0,29,1,0,0,0,1,0,0,0,0,0,0,70.75,Month-to-month,1
0,1,1,0,72,1,0,1,0,0,0,0,0,0,0,0,20.1,Two year,0
1,1,1,0,47,1,0,1,0,0,0,0,0,0,0,0,20.05,One year,0
1,1,1,0,24,1,1,0,1,0,1,0,0,0,1,1,74.8,One year,0
1,0,0,0,65,1,1,1,0,0,0,0,0,0,0,0,24.8,One year,0
0,0,0,0,4,1,1,0,0,1,0,0,0,1,1,1,100.85,Month-to-month,0
1,1,0,1,12,1,1,0,0,1,0,1,0,0,1,1,101.35,Month-to-month,1
1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,81.7,Month-to-month,1
1,0,0,0,33,1,0,0,0,1,0,0,0,0,0,0,68.25,Month-to-month,1
0,0,0,0,34,1,0,0,0,1,0,1,1,1,1,1,105.1,Month-to-month,0
0,1,0,0,14,1,0,1,0,0,0,0,0,0,0,0,20.4,Two year,0
0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,79.15,Month-to-month,1
1,1,1,0,13,1,0,1,0,0,0,0,0,0,0,0,20.0,One year,0
0,1,1,0,65,1,1,0,1,0,0,1,0,1,1,1,79.4,Two year,0
1,1,1,0,23,1,0,0,1,0,1,0,0,1,0,0,57.2,One year,0
1,1,0,0,55,1,0,0,1,0,1,1,1,0,0,0,58.6,Two year,0
1,1,0,0,49,1,0,0,0,1,0,1,0,0,1,1,94.8,Two year,0
1,1,0,0,60,1,1,0,0,1,0,1,1,0,1,1,102.5,One year,0
0,1,1,0,69,1,0,1,0,0,0,0,0,0,0,0,20.35,One year,0
1,0,0,0,40,1,1,0,0,1,0,0,0,0,1,0,84.9,Month-to-month,0
1,1,0,0,67,1,0,0,1,0,1,1,0,1,0,1,69.2,Two year,0
1,0,0,1,35,1,1,0,0,1,0,0,0,0,1,1,95.45,Month-to-month,1
1,1,1,0,19,1,1,0,0,1,0,0,0,1,1,1,100.95,One year,1
0,1,1,0,13,1,0,1,0,0,0,0,0,0,0,0,20.85,Two year,0
0,0,1,0,41,1,1,0,0,1,0,1,0,0,1,0,88.5,Month-to-month,0
0,0,0,0,4,0,0,0,1,0,1,0,1,0,0,0,35.0,Month-to-month,0
0,1,1,0,24,1,0,0,1,0,1,0,0,1,0,0,55.15,Month-to-month,0
0,0,0,0,5,0,0,0,1,0,0,1,0,0,1,1,50.95,Month-to-month,0
0,0,0,0,5,1,1,0,1,0,0,1,0,0,0,1,64.0,Month-to-month,0
0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,69.1,Month-to-month,1
0,1,1,0,72,1,1,0,1,0,1,1,1,1,1,0,80.2,Two year,0
0,0,0,0,24,1,0,0,1,0,0,0,1,0,0,0,49.3,Month-to-month,0
0,1,0,0,42,1,1,0,1,0,1,0,1,1,1,1,84.35,Two year,0
0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,20.05,Month-to-month,0
1,0,0,0,68,1,1,0,0,1,1,1,1,1,1,1,117.2,One year,0
0,1,1,0,33,1,0,1,0,0,0,0,0,0,0,0,20.1,One year,0
0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,69.6,Month-to-month,1
1,0,0,0,31,1,1,0,0,1,0,1,1,0,1,1,103.45,One year,1
0,0,0,0,4,1,1,0,0,1,0,1,0,0,0,0,77.95,Month-to-month,1
1,1,0,1,69,1,1,0,0,1,0,1,1,1,1,1,109.95,Two year,0
1,0,0,1,38,1,1,0,0,1,0,0,0,0,1,1,94.75,Month-to-month,0
0,1,1,0,3,1,0,0,0,1,0,1,0,1,0,0,80.0,Month-to-month,0
0,1,1,0,48,1,1,0,1,0,0,1,0,1,1,1,79.65,Two year,0
0,1,0,0,15,1,1,1,0,0,0,0,0,0,0,0,25.2,Two year,0
0,0,0,0,25,1,0,1,0,0,0,0,0,0,0,0,19.9,One year,0
0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,78.45,Month-to-month,1
0,0,0,0,48,0,0,0,1,0,1,1,0,0,1,0,44.8,Month-to-month,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,20.3,Month-to-month,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,19.2,Month-to-month,0
0,0,0,0,37,1,0,0,0,1,0,1,1,0,0,0,80.05,One year,0
1,1,0,1,66,1,1,0,0,1,0,1,1,1,1,1,107.35,One year,0
0,1,0,0,26,0,0,0,1,0,1,1,1,0,1,0,47.85,One year,0
1,1,0,0,63,1,0,0,1,0,1,1,0,1,1,0,70.8,One year,0
1,0,0,0,10,0,0,0,1,0,0,0,1,0,0,0,29.5,Month-to-month,1
0,0,0,0,2,1,0,0,1,0,1,0,0,0,1,1,70.75,Month-to-month,1
1,1,0,1,18,1,0,0,1,0,1,0,0,0,0,1,59.1,Month-to-month,0
0,1,0,0,64,1,1,1,0,0,0,0,0,0,0,0,25.55,Two year,0
0,0,0,1,9,1,1,0,0,1,0,0,0,0,0,1,84.45,Month-to-month,1
0,0,1,0,28,1,0,1,0,0,0,0,0,0,0,0,20.25,Month-to-month,0
0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,75.55,Month-to-month,0
1,0,0,0,4,1,1,0,0,1,0,0,0,0,0,1,85.65,Month-to-month,1
1,0,0,1,38,1,0,0,1,0,0,1,1,1,1,0,70.15,One year,1
1,1,0,0,66,1,1,0,0,1,0,1,1,0,0,1,95.3,One year,0
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,70.25,Month-to-month,0
0,1,0,0,18,1,0,0,1,0,0,0,0,1,0,0,50.3,Month-to-month,0
1,0,0,1,51,1,1,0,0,1,0,0,1,0,1,1,97.8,Month-to-month,1
1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,19.85,Two year,0
1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,46.3,Month-to-month,1
1,0,1,0,12,1,0,1,0,0,0,0,0,0,0,0,19.35,Two year,0
0,0,0,0,41,1,1,0,0,1,0,1,1,0,1,1,106.3,Month-to-month,1
1,0,0,0,12,1,1,1,0,0,0,0,0,0,0,0,25.0,Month-to-month,0
0,1,1,0,55,1,0,1,0,0,0,0,0,0,0,0,20.3,Two year,0
0,0,0,0,7,1,1,0,0,1,0,0,0,0,0,0,75.35,Month-to-month,0
0,0,0,0,12,1,0,0,0,1,0,0,1,1,0,1,89.4,Month-to-month,1
0,1,1,0,68,1,1,0,1,0,1,1,1,1,1,1,88.0,Two year,0
0,0,0,1,5,1,1,0,0,1,0,0,0,0,1,0,83.15,Month-to-month,1
0,0,0,1,49,1,0,0,1,0,0,0,0,0,0,0,43.8,Month-to-month,0
1,0,0,0,40,0,0,0,1,0,1,1,1,0,1,1,62.05,One year,0
0,0,0,0,16,1,0,1,0,0,0,0,0,0,0,0,20.1,One year,0
1,0,0,0,10,1,1,0,0,1,0,0,0,0,0,0,74.15,Month-to-month,1
0,1,0,0,72,1,1,0,0,1,0,1,1,0,1,1,101.35,One year,0
0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,1,84.05,Month-to-month,0
1,1,1,0,23,1,0,1,0,0,0,0,0,0,0,0,20.9,Two year,0
0,0,0,1,71,1,1,0,0,1,0,1,1,0,1,1,105.9,One year,0
0,1,0,0,11,1,1,0,0,1,0,0,1,0,1,1,99.5,Month-to-month,1
1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,44.15,Month-to-month,1
0,0,0,0,16,1,0,0,1,0,0,1,0,1,0,0,53.9,Month-to-month,1
0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,85.45,Month-to-month,1
1,1,0,0,12,1,0,0,0,1,0,1,0,0,0,1,85.05,Month-to-month,0
0,0,0,0,54,0,0,0,1,0,1,0,0,1,0,1,44.1,One year,0
0,1,0,0,68,1,1,0,0,1,0,1,1,1,0,0,90.2,Two year,0
0,1,1,0,4,1,1,0,1,0,0,0,0,0,0,0,50.85,Month-to-month,1
0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,59.2,Month-to-month,1
1,0,0,0,27,1,0,0,1,0,1,0,0,1,0,0,53.45,Month-to-month,0
1,0,0,0,21,1,0,1,0,0,0,0,0,0,0,0,19.95,Month-to-month,0
1,0,0,0,13,1,0,0,0,1,0,0,1,0,1,0,83.2,Month-to-month,1
0,0,0,1,64,1,1,0,1,0,0,1,1,1,0,1,74.65,Month-to-month,0
0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,54.9,Month-to-month,1
1,1,0,0,57,0,0,0,1,0,0,1,1,1,1,1,57.5,Two year,0
0,1,0,0,21,1,1,0,0,1,1,0,1,0,1,1,103.9,Month-to-month,1
1,0,0,0,19,1,0,1,0,0,0,0,0,0,0,0,19.65,Two year,0
1,1,0,0,31,1,0,0,0,1,0,0,1,0,1,1,93.8,One year,0
1,0,0,0,52,1,1,0,1,0,1,1,1,1,1,1,89.25,Two year,0
0,0,0,0,46,1,1,0,0,1,0,1,1,0,0,1,94.15,One year,0
0,0,0,1,11,1,1,0,1,0,1,0,0,0,0,0,55.6,Month-to-month,0
0,1,1,0,53,0,0,0,1,0,1,1,1,0,0,1,48.7,Month-to-month,0
0,1,1,0,11,1,0,1,0,0,0,0,0,0,0,0,19.25,Month-to-month,1
1,0,0,1,57,1,1,0,0,1,0,1,0,1,1,1,104.9,Month-to-month,0
0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,75.45,Month-to-month,1
0,0,0,1,2,1,0,0,1,0,1,1,0,0,0,0,54.85,Month-to-month,1
0,1,1,0,71,1,0,1,0,0,0,0,0,0,0,0,19.9,Two year,0
0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,19.4,Month-to-month,0
1,1,0,0,68,1,1,1,0,0,0,0,0,0,0,0,25.05,Two year,0
1,1,0,0,72,1,0,0,1,0,1,1,1,1,1,1,84.45,Two year,0
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,19.3,Month-to-month,0
1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,95.1,Month-to-month,1
0,0,0,0,41,1,0,0,1,0,1,0,1,1,1,1,79.85,One year,0
1,1,1,0,72,1,1,1,0,0,0,0,0,0,0,0,25.55,Two year,0
1,1,0,0,6,1,1,0,0,1,0,0,0,0,0,0,75.5,Month-to-month,1
0,1,1,0,4,1,0,0,0,1,0,0,1,0,0,0,73.75,Month-to-month,1
1,0,0,0,12,1,1,0,0,1,0,0,0,0,1,1,96.05,Month-to-month,1
0,1,0,0,58,1,1,0,1,0,1,0,0,1,0,1,68.4,One year,0
0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,20.65,Month-to-month,0
0,1,0,0,65,1,0,0,1,0,1,0,1,0,0,0,55.15,Month-to-month,0
1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,70.6,Month-to-month,0
1,1,0,0,56,1,0,1,0,0,0,0,0,0,0,0,19.95,One year,0
1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,19.0,Month-to-month,0
0,1,1,0,58,1,0,0,1,0,0,0,0,0,0,0,44.1,One year,0
1,1,0,0,62,1,1,0,0,1,0,0,1,1,1,1,107.6,Two year,0
1,0,0,0,26,1,1,0,1,0,1,1,0,0,0,0,61.55,One year,0
1,0,0,0,62,1,1,0,0,1,1,1,1,0,0,0,90.7,Month-to-month,0
0,1,1,0,58,1,0,0,0,1,1,1,0,0,1,1,99.25,One year,0
0,1,0,0,68,1,1,0,1,0,1,1,1,1,1,1,91.7,Two year,0
0,1,1,0,61,1,1,0,0,1,1,1,1,0,0,1,100.7,One year,0
0,0,0,0,42,1,1,0,1,0,0,0,1,1,1,1,78.45,Two year,0
1,0,0,0,18,1,1,0,0,1,0,0,0,0,1,0,84.3,Month-to-month,0
0,0,0,0,56,1,0,1,0,0,0,0,0,0,0,0,19.55,Two year,0
0,0,0,0,4,1,1,0,0,1,0,1,0,0,0,1,88.95,Month-to-month,1
0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,20.45,Month-to-month,0
0,0,1,0,35,1,0,0,1,0,1,1,0,0,0,0,55.6,One year,0
0,1,1,0,64,1,1,0,0,1,1,0,0,1,0,0,86.8,Month-to-month,0
0,0,0,0,31,1,0,1,0,0,0,0,0,0,0,0,20.95,One year,0
0,1,0,1,67,1,0,1,0,0,0,0,0,0,0,0,20.05,Two year,0
0,0,0,0,4,1,0,0,1,0,0,1,0,0,0,0,50.7,Month-to-month,1
0,1,0,1,70,1,1,0,0,1,1,1,1,1,1,1,113.65,Two year,0
1,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,53.4,Month-to-month,1
1,1,0,1,53,1,1,0,0,1,0,1,0,0,1,1,101.9,Month-to-month,1
1,1,1,0,2,1,0,0,1,0,1,1,0,1,0,0,59.5,Two year,0
0,1,1,0,29,1,0,0,0,1,0,0,0,0,1,1,87.8,Month-to-month,0
0,0,0,0,47,0,0,0,1,0,1,0,1,1,0,0,41.9,Two year,0
0,1,1,0,68,1,1,0,0,1,0,0,0,0,1,0,83.0,One year,1
1,0,1,0,12,1,0,0,1,0,1,0,0,0,1,1,69.85,Month-to-month,0
0,1,1,0,8,1,0,0,1,0,0,1,0,1,0,0,56.3,Month-to-month,0
1,1,0,0,54,1,1,0,0,1,1,1,1,0,1,1,109.55,Month-to-month,0
